Sno,MQ-135,MQ-136,MQ-137,Gas
2066,0.446,0.532,0.929,Smoke
2067,0.447,0.532,0.924,Smoke
2068,0.45,0.539,0.936,Smoke
2069,0.447,0.539,0.934,Smoke
2070,0.451,0.539,0.927,Smoke
2071,0.45,0.539,0.927,Smoke
2072,0.451,0.539,0.936,Smoke
2073,0.451,0.541,0.927,Smoke
2074,0.451,0.543,0.933,Smoke
2075,0.452,0.543,0.927,Smoke
2076,0.452,0.548,0.931,Smoke
2077,0.452,0.55,0.927,Smoke
2078,0.455,0.548,0.933,Smoke
2079,0.455,0.55,0.934,Smoke
2080,0.455,0.548,0.931,Smoke
2081,0.456,0.548,0.936,Smoke
2082,0.46,0.55,0.934,Smoke
2083,0.46,0.55,0.931,Smoke
2084,0.462,0.55,0.933,Smoke
2085,0.462,0.55,0.934,Smoke
2086,0.465,0.554,0.933,Smoke
2087,0.466,0.552,0.938,Smoke
2088,0.47,0.554,0.933,Smoke
2089,0.465,0.552,0.933,Smoke
2090,0.468,0.554,0.933,Smoke
2091,0.473,0.554,0.936,Smoke
2092,0.47,0.554,0.929,Smoke
2093,0.475,0.554,0.933,Smoke
2094,0.476,0.554,0.934,Smoke
2095,0.473,0.557,0.926,Smoke
2096,0.479,0.562,0.934,Smoke
2097,0.481,0.557,0.933,Smoke
2098,0.481,0.554,0.934,Smoke
2099,0.481,0.557,0.929,Smoke
2100,0.485,0.562,0.933,Smoke
2101,0.484,0.562,0.929,Smoke
2102,0.489,0.566,0.936,Smoke
2103,0.49,0.559,0.933,Smoke
2104,0.492,0.566,0.933,Smoke
2105,0.492,0.566,0.927,Smoke
2106,0.484,0.569,0.933,Smoke
2107,0.498,0.589,0.947,Smoke
2108,0.498,0.586,0.943,Smoke
2109,0.501,0.584,0.942,Smoke
2110,0.501,0.576,0.94,Smoke
2111,0.498,0.576,0.943,Smoke
2112,0.448,0.528,0.94,Smoke
2113,0.348,0.473,0.94,Smoke
2114,0.294,0.439,0.942,Smoke
2115,0.28,0.414,0.942,Smoke
2116,0.265,0.392,0.934,Smoke
2117,0.243,0.373,0.942,Smoke
2118,0.219,0.345,0.94,Smoke
2119,0.208,0.326,0.938,Smoke
2120,0.197,0.313,0.947,Smoke
2121,0.187,0.296,0.938,Smoke
2122,0.179,0.287,0.945,Smoke
2123,0.175,0.278,0.938,Smoke
2124,0.167,0.269,0.94,Smoke
2125,0.162,0.259,0.943,Smoke
2126,0.16,0.243,0.943,Smoke
2127,0.155,0.234,0.943,Smoke
2128,0.149,0.227,0.94,Smoke
2129,0.144,0.22,0.94,Smoke
2130,0.14,0.215,0.942,Smoke
2131,0.137,0.209,0.943,Smoke
2132,0.136,0.206,0.938,Smoke
2133,0.134,0.202,0.943,Smoke
2134,0.13,0.199,0.942,Smoke
2135,0.127,0.196,0.936,Smoke
2136,0.125,0.195,0.945,Smoke
2137,0.124,0.196,0.94,Smoke
2138,0.124,0.196,0.936,Smoke
2139,0.123,0.195,0.942,Smoke
2140,0.122,0.194,0.942,Smoke
2141,0.121,0.192,0.942,Smoke
2142,0.12,0.189,0.934,Smoke
2143,0.119,0.187,0.936,Smoke
2144,0.119,0.187,0.938,Smoke
2145,0.12,0.187,0.943,Smoke
2146,0.123,0.189,0.942,Smoke
2147,0.126,0.189,0.942,Smoke
2148,0.127,0.192,0.938,Smoke
2149,0.128,0.195,0.942,Smoke
2150,0.129,0.197,0.94,Smoke
2151,0.13,0.199,0.942,Smoke
2152,0.13,0.199,0.94,Smoke
2153,0.13,0.2,0.938,Smoke
2154,0.13,0.203,0.94,Smoke
2155,0.131,0.203,0.933,Smoke
2156,0.131,0.205,0.943,Smoke
2157,0.132,0.206,0.942,Smoke
2158,0.134,0.208,0.936,Smoke
2159,0.135,0.21,0.936,Smoke
2160,0.135,0.212,0.94,Smoke
2161,0.135,0.213,0.938,Smoke
2162,0.136,0.215,0.94,Smoke
2163,0.136,0.217,0.94,Smoke
2164,0.138,0.217,0.934,Smoke
2165,0.139,0.218,0.942,Smoke
2166,0.139,0.219,0.94,Smoke
2167,0.141,0.22,0.936,Smoke
2168,0.142,0.222,0.933,Smoke
2169,0.144,0.223,0.943,Smoke
2170,0.145,0.226,0.936,Smoke
2171,0.146,0.228,0.936,Smoke
2172,0.148,0.231,0.942,Smoke
2173,0.149,0.233,0.936,Smoke
2174,0.152,0.234,0.934,Smoke
2175,0.153,0.236,0.943,Smoke
2176,0.154,0.239,0.933,Smoke
2177,0.156,0.242,0.936,Smoke
2178,0.159,0.246,0.929,Smoke
2179,0.162,0.249,0.936,Smoke
2180,0.164,0.251,0.942,Smoke
2181,0.167,0.259,0.943,Smoke
2182,0.169,0.26,0.934,Smoke
2183,0.17,0.265,0.936,Smoke
2184,0.17,0.266,0.933,Smoke
2185,0.172,0.268,0.933,Smoke
2186,0.173,0.269,0.94,Smoke
2187,0.175,0.273,0.934,Smoke
2188,0.177,0.275,0.94,Smoke
2189,0.179,0.278,0.94,Smoke
2190,0.18,0.282,0.934,Smoke
2191,0.183,0.285,0.94,Smoke
2192,0.186,0.289,0.94,Smoke
2193,0.188,0.29,0.938,Smoke
2194,0.191,0.296,0.936,Smoke
2195,0.193,0.299,0.936,Smoke
2196,0.196,0.301,0.936,Smoke
2197,0.198,0.304,0.942,Smoke
2198,0.199,0.307,0.938,Smoke
2199,0.202,0.311,0.934,Smoke
2200,0.203,0.314,0.938,Smoke
2201,0.205,0.314,0.938,Smoke
2202,0.207,0.318,0.936,Smoke
2203,0.209,0.321,0.936,Smoke
2204,0.21,0.322,0.942,Smoke
2205,0.213,0.325,0.938,Smoke
2206,0.214,0.327,0.936,Smoke
2207,0.216,0.331,0.936,Smoke
2208,0.218,0.332,0.943,Smoke
2209,0.22,0.337,0.938,Smoke
2210,0.222,0.337,0.94,Smoke
2211,0.223,0.34,0.938,Smoke
2212,0.226,0.342,0.936,Smoke
2213,0.229,0.343,0.938,Smoke
2214,0.231,0.346,0.934,Smoke
2215,0.234,0.35,0.934,Smoke
2216,0.236,0.352,0.938,Smoke
2217,0.239,0.354,0.943,Smoke
2218,0.24,0.358,0.936,Smoke
2219,0.242,0.358,0.931,Smoke
2220,0.245,0.364,0.933,Smoke
2221,0.247,0.367,0.933,Smoke
2222,0.248,0.37,0.94,Smoke
2223,0.248,0.37,0.934,Smoke
2224,0.252,0.373,0.94,Smoke
2225,0.255,0.374,0.938,Smoke
2226,0.257,0.376,0.936,Smoke
2227,0.26,0.378,0.933,Smoke
2228,0.261,0.38,0.936,Smoke
2229,0.263,0.381,0.933,Smoke
2230,0.263,0.382,0.933,Smoke
2231,0.265,0.386,0.929,Smoke
2232,0.267,0.385,0.934,Smoke
2233,0.27,0.39,0.933,Smoke
2234,0.271,0.39,0.927,Smoke
2235,0.272,0.393,0.94,Smoke
2236,0.274,0.397,0.933,Smoke
2237,0.275,0.397,0.933,Smoke
2238,0.275,0.399,0.927,Smoke
2239,0.276,0.399,0.929,Smoke
2240,0.28,0.406,0.929,Smoke
2241,0.281,0.406,0.929,Smoke
2242,0.282,0.408,0.929,Smoke
2243,0.284,0.41,0.927,Smoke
2244,0.285,0.411,0.933,Smoke
2245,0.287,0.412,0.934,Smoke
2246,0.288,0.414,0.933,Smoke
2247,0.29,0.412,0.929,Smoke
2248,0.291,0.414,0.933,Smoke
2249,0.294,0.416,0.934,Smoke
2250,0.294,0.418,0.934,Smoke
2251,0.297,0.42,0.936,Smoke
2252,0.299,0.419,0.936,Smoke
2253,0.3,0.423,0.933,Smoke
2254,0.301,0.426,0.938,Smoke
2255,0.301,0.427,0.936,Smoke
2256,0.303,0.427,0.933,Smoke
2257,0.312,0.432,0.929,Smoke
2258,0.312,0.432,0.936,Smoke
2259,0.313,0.436,0.933,Smoke
2260,0.313,0.435,0.936,Smoke
2261,0.315,0.433,0.926,Smoke
2262,0.317,0.436,0.934,Smoke
2263,0.318,0.436,0.931,Smoke
2264,0.321,0.436,0.927,Smoke
2265,0.322,0.439,0.936,Smoke
2266,0.323,0.439,0.929,Smoke
2267,0.323,0.439,0.94,Smoke
2268,0.323,0.444,0.934,Smoke
2269,0.324,0.442,0.927,Smoke
2270,0.33,0.445,0.933,Smoke
2271,0.328,0.445,0.929,Smoke
2272,0.332,0.448,0.933,Smoke
2273,0.333,0.45,0.927,Smoke
2274,0.334,0.45,0.933,Smoke
2275,0.336,0.455,0.933,Smoke
2276,0.336,0.453,0.933,Smoke
2277,0.337,0.456,0.934,Smoke
2278,0.341,0.459,0.934,Smoke
2279,0.341,0.458,0.936,Smoke
2280,0.345,0.461,0.931,Smoke
2281,0.346,0.461,0.934,Smoke
2282,0.347,0.461,0.934,Smoke
2283,0.348,0.461,0.936,Smoke
2284,0.348,0.461,0.938,Smoke
2285,0.349,0.464,0.929,Smoke
2286,0.351,0.464,0.929,Smoke
2287,0.353,0.464,0.933,Smoke
2288,0.354,0.469,0.936,Smoke
2289,0.358,0.468,0.934,Smoke
2290,0.359,0.468,0.927,Smoke
2291,0.361,0.471,0.933,Smoke
2292,0.362,0.469,0.927,Smoke
2293,0.362,0.476,0.933,Smoke
2294,0.365,0.476,0.933,Smoke
2295,0.367,0.478,0.926,Smoke
2296,0.367,0.476,0.933,Smoke
2297,0.371,0.478,0.929,Smoke
2298,0.373,0.48,0.933,Smoke
2299,0.373,0.478,0.929,Smoke
2300,0.375,0.482,0.927,Smoke
2301,0.375,0.483,0.929,Smoke
2302,0.376,0.487,0.927,Smoke
2303,0.377,0.485,0.934,Smoke
2304,0.377,0.485,0.924,Smoke
2305,0.379,0.485,0.927,Smoke
2306,0.378,0.489,0.926,Smoke
2307,0.383,0.491,0.933,Smoke
2308,0.383,0.489,0.929,Smoke
2309,0.385,0.492,0.931,Smoke
2310,0.387,0.492,0.933,Smoke
2311,0.387,0.492,0.927,Smoke
2312,0.39,0.494,0.933,Smoke
2313,0.392,0.494,0.933,Smoke
2314,0.393,0.494,0.933,Smoke
2315,0.395,0.5,0.934,Smoke
2316,0.395,0.498,0.931,Smoke
2317,0.398,0.498,0.927,Smoke
2318,0.396,0.502,0.929,Smoke
2319,0.399,0.504,0.927,Smoke
2320,0.4,0.508,0.924,Smoke
2321,0.403,0.508,0.936,Smoke
2322,0.404,0.51,0.933,Smoke
2323,0.409,0.51,0.934,Smoke
2324,0.407,0.508,0.934,Smoke
2325,0.409,0.514,0.926,Smoke
2326,0.408,0.512,0.927,Smoke
2327,0.41,0.514,0.927,Smoke
2328,0.411,0.514,0.927,Smoke
2329,0.411,0.514,0.934,Smoke
2330,0.411,0.514,0.927,Smoke
2331,0.412,0.516,0.927,Smoke
2332,0.414,0.52,0.933,Smoke
2333,0.414,0.518,0.929,Smoke
2334,0.417,0.516,0.927,Smoke
2335,0.419,0.52,0.927,Smoke
2336,0.421,0.518,0.936,Smoke
2337,0.419,0.518,0.926,Smoke
2338,0.425,0.52,0.929,Smoke
2339,0.427,0.522,0.931,Smoke
2340,0.429,0.52,0.933,Smoke
2341,0.427,0.524,0.933,Smoke
2342,0.429,0.522,0.933,Smoke
2343,0.422,0.52,0.926,Smoke
2344,0.431,0.528,0.933,Smoke
2345,0.434,0.53,0.938,Smoke
2346,0.434,0.526,0.934,Smoke
2347,0.436,0.53,0.938,Smoke
2348,0.442,0.532,0.936,Smoke
2349,0.439,0.532,0.94,Smoke
2350,0.439,0.532,0.933,Smoke
2351,0.436,0.53,0.927,Smoke
2352,0.438,0.532,0.936,Smoke
2353,0.442,0.532,0.933,Smoke
2354,0.447,0.534,0.936,Smoke
2355,0.448,0.534,0.936,Smoke
2356,0.45,0.534,0.934,Smoke
2357,0.451,0.55,0.949,Smoke
2358,0.452,0.562,0.949,Smoke
2359,0.451,0.562,0.955,Smoke
2360,0.429,0.554,0.945,Smoke
2361,0.395,0.53,0.949,Smoke
2362,0.334,0.494,0.955,Smoke
2363,0.289,0.466,0.949,Smoke
2364,0.266,0.451,0.951,Smoke
2365,0.254,0.423,0.951,Smoke
2366,0.236,0.394,0.947,Smoke
2367,0.225,0.368,0.951,Smoke
2368,0.216,0.343,0.945,Smoke
2369,0.205,0.324,0.953,Smoke
2370,0.196,0.307,0.949,Smoke
2371,0.189,0.297,0.947,Smoke
2372,0.184,0.286,0.949,Smoke
2373,0.179,0.275,0.947,Smoke
2374,0.172,0.263,0.951,Smoke
2375,0.166,0.253,0.947,Smoke
2376,0.163,0.248,0.949,Smoke
2377,0.163,0.244,0.949,Smoke
2378,0.16,0.24,0.943,Smoke
2379,0.159,0.236,0.943,Smoke
2380,0.158,0.231,0.949,Smoke
2381,0.155,0.226,0.942,Smoke
2382,0.15,0.223,0.947,Smoke
2383,0.146,0.22,0.942,Smoke
2384,0.144,0.216,0.943,Smoke
2385,0.142,0.212,0.945,Smoke
2386,0.139,0.212,0.949,Smoke
2387,0.135,0.21,0.955,Smoke
2388,0.131,0.204,0.945,Smoke
2389,0.13,0.2,0.943,Smoke
2390,0.13,0.2,0.947,Smoke
2391,0.13,0.197,0.945,Smoke
2392,0.129,0.194,0.945,Smoke
2393,0.129,0.193,0.943,Smoke
2394,0.13,0.193,0.943,Smoke
2395,0.13,0.194,0.945,Smoke
2396,0.13,0.194,0.94,Smoke
2397,0.131,0.196,0.942,Smoke
2398,0.131,0.197,0.94,Smoke
2399,0.131,0.199,0.943,Smoke
2400,0.129,0.199,0.942,Smoke
2401,0.127,0.197,0.949,Smoke
2402,0.126,0.197,0.945,Smoke
2403,0.125,0.198,0.945,Smoke
2404,0.123,0.2,0.94,Smoke
2405,0.123,0.201,0.947,Smoke
2406,0.125,0.202,0.947,Smoke
2407,0.127,0.205,0.943,Smoke
2408,0.13,0.207,0.943,Smoke
2409,0.131,0.208,0.936,Smoke
2410,0.131,0.21,0.942,Smoke
2411,0.132,0.21,0.934,Smoke
2412,0.134,0.208,0.94,Smoke
2413,0.134,0.212,0.942,Smoke
2414,0.135,0.212,0.94,Smoke
2415,0.136,0.214,0.936,Smoke
2416,0.136,0.215,0.933,Smoke
2417,0.139,0.218,0.934,Smoke
2418,0.14,0.219,0.936,Smoke
2419,0.142,0.22,0.934,Smoke
2420,0.141,0.223,0.933,Smoke
2421,0.141,0.226,0.933,Smoke
2422,0.141,0.226,0.942,Smoke
2423,0.14,0.225,0.933,Smoke
2424,0.139,0.225,0.933,Smoke
2425,0.141,0.226,0.927,Smoke
2426,0.141,0.228,0.94,Smoke
2427,0.141,0.23,0.934,Smoke
2428,0.144,0.232,0.936,Smoke
2429,0.147,0.235,0.927,Smoke
2430,0.148,0.238,0.938,Smoke
2431,0.148,0.239,0.933,Smoke
2432,0.148,0.241,0.934,Smoke
2433,0.147,0.242,0.929,Smoke
2434,0.148,0.243,0.927,Smoke
2435,0.149,0.245,0.933,Smoke
2436,0.149,0.247,0.927,Smoke
2437,0.149,0.249,0.934,Smoke
2438,0.149,0.249,0.936,Smoke
2439,0.152,0.248,0.936,Smoke
2440,0.153,0.25,0.936,Smoke
2441,0.155,0.25,0.933,Smoke
2442,0.155,0.25,0.929,Smoke
2443,0.156,0.251,0.929,Smoke
2444,0.157,0.251,0.929,Smoke
2445,0.159,0.253,0.927,Smoke
2446,0.159,0.259,0.934,Smoke
2447,0.159,0.259,0.931,Smoke
2448,0.159,0.259,0.933,Smoke
2449,0.159,0.259,0.934,Smoke
2450,0.159,0.259,0.926,Smoke
2451,0.159,0.26,0.929,Smoke
2452,0.16,0.262,0.929,Smoke
2453,0.162,0.263,0.934,Smoke
2454,0.163,0.266,0.929,Smoke
2455,0.163,0.267,0.936,Smoke
2456,0.163,0.268,0.926,Smoke
2457,0.164,0.268,0.933,Smoke
2458,0.165,0.268,0.936,Smoke
2459,0.167,0.27,0.929,Smoke
2460,0.169,0.275,0.929,Smoke
2461,0.171,0.277,0.927,Smoke
2462,0.175,0.279,0.927,Smoke
2463,0.175,0.285,0.934,Smoke
2464,0.177,0.287,0.929,Smoke
2465,0.179,0.289,0.936,Smoke
2466,0.182,0.29,0.926,Smoke
2467,0.184,0.291,0.934,Smoke
2468,0.184,0.294,0.933,Smoke
2469,0.185,0.294,0.929,Smoke
2470,0.187,0.298,0.934,Smoke
2471,0.187,0.297,0.927,Smoke
2472,0.191,0.3,0.927,Smoke
2473,0.192,0.301,0.926,Smoke
2474,0.194,0.304,0.929,Smoke
2475,0.196,0.308,0.934,Smoke
2476,0.198,0.309,0.934,Smoke
2477,0.198,0.312,0.926,Smoke
2478,0.2,0.314,0.934,Smoke
2479,0.202,0.314,0.927,Smoke
2480,0.204,0.315,0.933,Smoke
2481,0.204,0.316,0.927,Smoke
2482,0.204,0.317,0.924,Smoke
2483,0.207,0.319,0.926,Smoke
2484,0.209,0.323,0.933,Smoke
2485,0.21,0.325,0.931,Smoke
2486,0.213,0.327,0.929,Smoke
2487,0.214,0.328,0.936,Smoke
2488,0.215,0.331,0.927,Smoke
2489,0.215,0.331,0.929,Smoke
2490,0.216,0.333,0.927,Smoke
2491,0.218,0.336,0.933,Smoke
2492,0.218,0.337,0.938,Smoke
2493,0.219,0.337,0.933,Smoke
2494,0.22,0.339,0.931,Smoke
2495,0.222,0.342,0.936,Smoke
2496,0.222,0.343,0.931,Smoke
2497,0.224,0.344,0.933,Smoke
2498,0.226,0.346,0.933,Smoke
2499,0.226,0.345,0.926,Smoke
2500,0.228,0.35,0.933,Smoke
2501,0.23,0.351,0.929,Smoke
2502,0.23,0.354,0.929,Smoke
2503,0.233,0.354,0.934,Smoke
2504,0.233,0.355,0.927,Smoke
2505,0.233,0.356,0.927,Smoke
2506,0.235,0.358,0.929,Smoke
2507,0.236,0.358,0.936,Smoke
2508,0.237,0.359,0.933,Smoke
2509,0.24,0.364,0.933,Smoke
2510,0.24,0.367,0.936,Smoke
2511,0.242,0.368,0.927,Smoke
2512,0.243,0.371,0.936,Smoke
2513,0.246,0.372,0.929,Smoke
2514,0.248,0.374,0.929,Smoke
2515,0.248,0.374,0.934,Smoke
2516,0.249,0.374,0.927,Smoke
2517,0.25,0.377,0.933,Smoke
2518,0.25,0.377,0.924,Smoke
2519,0.253,0.379,0.934,Smoke
2520,0.255,0.382,0.934,Smoke
2521,0.257,0.382,0.927,Smoke
2522,0.258,0.382,0.927,Smoke
2523,0.258,0.386,0.934,Smoke
2524,0.26,0.388,0.933,Smoke
2525,0.261,0.387,0.927,Smoke
2526,0.262,0.391,0.933,Smoke
2527,0.263,0.392,0.933,Smoke
2528,0.263,0.392,0.933,Smoke
2529,0.264,0.394,0.936,Smoke
2530,0.263,0.394,0.929,Smoke
2531,0.266,0.396,0.936,Smoke
2532,0.266,0.397,0.926,Smoke
2533,0.268,0.401,0.936,Smoke
2534,0.268,0.397,0.934,Smoke
2535,0.27,0.402,0.94,Smoke
2536,0.271,0.402,0.933,Smoke
2537,0.272,0.407,0.926,Smoke
2538,0.274,0.407,0.927,Smoke
2539,0.275,0.41,0.929,Smoke
2540,0.276,0.412,0.933,Smoke
2541,0.277,0.41,0.931,Smoke
2542,0.278,0.412,0.927,Smoke
2543,0.28,0.414,0.936,Smoke
2544,0.281,0.414,0.929,Smoke
2545,0.282,0.414,0.936,Smoke
2546,0.282,0.414,0.927,Smoke
2547,0.284,0.415,0.922,Smoke
2548,0.285,0.415,0.934,Smoke
2549,0.285,0.418,0.926,Smoke
2550,0.288,0.419,0.922,Smoke
2551,0.288,0.42,0.927,Smoke
2552,0.29,0.422,0.926,Smoke
2553,0.291,0.422,0.933,Smoke
2554,0.292,0.426,0.927,Smoke
2555,0.294,0.426,0.927,Smoke
2556,0.296,0.426,0.927,Smoke
2557,0.297,0.432,0.934,Smoke
2558,0.297,0.43,0.927,Smoke
2559,0.3,0.435,0.934,Smoke
2560,0.299,0.433,0.926,Smoke
2561,0.301,0.435,0.929,Smoke
2562,0.301,0.436,0.926,Smoke
2563,0.301,0.435,0.933,Smoke
2564,0.303,0.436,0.926,Smoke
2565,0.305,0.438,0.936,Smoke
2566,0.305,0.436,0.927,Smoke
2567,0.312,0.436,0.933,Smoke
2568,0.315,0.436,0.926,Smoke
2569,0.313,0.438,0.927,Smoke
2570,0.314,0.439,0.926,Smoke
2571,0.316,0.441,0.934,Smoke
2572,0.315,0.442,0.934,Smoke
2573,0.319,0.447,0.933,Smoke
2574,0.316,0.448,0.929,Smoke
2575,0.32,0.445,0.933,Smoke
2576,0.323,0.451,0.927,Smoke
2577,0.322,0.451,0.929,Smoke
2578,0.323,0.451,0.929,Smoke
2579,0.323,0.456,0.933,Smoke
2580,0.324,0.453,0.929,Smoke
2581,0.325,0.456,0.934,Smoke
2582,0.327,0.456,0.926,Smoke
2583,0.328,0.459,0.927,Smoke
2584,0.326,0.458,0.929,Smoke
2585,0.327,0.459,0.926,Smoke
2586,0.33,0.461,0.931,Smoke
2587,0.331,0.461,0.934,Smoke
2588,0.334,0.461,0.933,Smoke
2589,0.334,0.461,0.936,Smoke
2590,0.336,0.463,0.929,Smoke
2591,0.338,0.463,0.934,Smoke
2592,0.338,0.464,0.938,Smoke
2593,0.338,0.463,0.933,Smoke
2594,0.34,0.464,0.929,Smoke
2595,0.342,0.464,0.934,Smoke
2596,0.346,0.487,0.958,Smoke
2597,0.348,0.491,0.962,Smoke
2598,0.348,0.491,0.962,Smoke
2599,0.348,0.494,0.956,Smoke
2600,0.344,0.498,0.955,Smoke
2601,0.353,0.498,0.956,Smoke
2602,0.354,0.498,0.953,Smoke
2603,0.358,0.5,0.955,Smoke
2604,0.361,0.502,0.956,Smoke
2605,0.361,0.5,0.956,Smoke
2606,0.358,0.502,0.956,Smoke
2607,0.361,0.51,0.964,Smoke
2608,0.362,0.508,0.951,Smoke
2609,0.365,0.516,0.96,Smoke
2610,0.368,0.514,0.962,Smoke
2611,0.371,0.516,0.956,Smoke
2612,0.371,0.514,0.96,Smoke
2613,0.374,0.52,0.956,Smoke
2614,0.373,0.52,0.951,Smoke
2615,0.376,0.52,0.964,Smoke
2616,0.377,0.52,0.962,Smoke
2617,0.377,0.522,0.955,Smoke
2618,0.378,0.522,0.953,Smoke
2619,0.381,0.524,0.955,Smoke
2620,0.384,0.526,0.958,Smoke
2621,0.386,0.526,0.962,Smoke
2622,0.386,0.526,0.956,Smoke
2623,0.388,0.524,0.958,Smoke
2624,0.388,0.526,0.958,Smoke
2625,0.388,0.524,0.958,Smoke
2626,0.391,0.53,0.956,Smoke
2627,0.391,0.526,0.955,Smoke
2628,0.394,0.528,0.947,Smoke
2629,0.392,0.526,0.945,Smoke
2630,0.392,0.526,0.945,Smoke
2631,0.394,0.53,0.943,Smoke
2632,0.395,0.528,0.945,Smoke
2633,0.396,0.526,0.945,Smoke
2634,0.396,0.524,0.943,Smoke
2635,0.397,0.532,0.945,Smoke
2636,0.4,0.53,0.94,Smoke
2637,0.401,0.534,0.94,Smoke
2638,0.399,0.539,0.94,Smoke
2639,0.403,0.534,0.943,Smoke
2640,0.404,0.539,0.943,Smoke
2641,0.407,0.539,0.943,Smoke
2642,0.406,0.539,0.936,Smoke
2643,0.409,0.543,0.942,Smoke
2644,0.41,0.543,0.94,Smoke
2645,0.411,0.541,0.94,Smoke
2646,0.411,0.545,0.943,Smoke
2647,0.411,0.545,0.943,Smoke
2648,0.411,0.548,0.942,Smoke
2649,0.414,0.548,0.936,Smoke
2650,0.415,0.55,0.936,Smoke
2651,0.415,0.552,0.936,Smoke
2652,0.418,0.548,0.942,Smoke
2653,0.418,0.554,0.94,Smoke
2654,0.419,0.554,0.942,Smoke
2655,0.423,0.55,0.943,Smoke
2656,0.424,0.554,0.943,Smoke
2657,0.427,0.559,0.943,Smoke
2658,0.424,0.554,0.94,Smoke
2659,0.427,0.554,0.942,Smoke
2660,0.428,0.554,0.942,Smoke
2661,0.43,0.557,0.942,Smoke
2662,0.43,0.559,0.936,Smoke
2663,0.43,0.562,0.943,Smoke
2664,0.431,0.562,0.942,Smoke
2665,0.434,0.557,0.945,Smoke
2666,0.434,0.566,0.943,Smoke
2667,0.436,0.562,0.94,Smoke
2668,0.436,0.562,0.936,Smoke
2669,0.442,0.566,0.943,Smoke
2670,0.438,0.569,0.943,Smoke
2671,0.44,0.562,0.943,Smoke
2672,0.442,0.576,0.94,Smoke
2673,0.447,0.581,0.936,Smoke
2674,0.444,0.571,0.943,Smoke
2675,0.448,0.569,0.936,Smoke
2676,0.448,0.576,0.94,Smoke
2677,0.451,0.581,0.938,Smoke
2678,0.451,0.579,0.945,Smoke
2679,0.451,0.581,0.936,Smoke
2680,0.451,0.576,0.943,Smoke
2681,0.452,0.586,0.934,Smoke
2682,0.455,0.579,0.943,Smoke
2683,0.454,0.579,0.936,Smoke
2684,0.456,0.581,0.942,Smoke
2685,0.456,0.584,0.936,Smoke
2686,0.458,0.591,0.942,Smoke
2687,0.458,0.586,0.934,Smoke
2688,0.465,0.586,0.94,Smoke
2689,0.466,0.589,0.938,Smoke
2690,0.465,0.586,0.936,Smoke
2691,0.466,0.586,0.933,Smoke
2692,0.468,0.591,0.934,Smoke
2693,0.469,0.594,0.942,Smoke
2694,0.47,0.589,0.94,Smoke
2695,0.473,0.594,0.936,Smoke
2696,0.472,0.594,0.94,Smoke
2697,0.475,0.594,0.936,Smoke
2698,0.476,0.594,0.933,Smoke
2699,0.475,0.594,0.945,Smoke
2700,0.479,0.594,0.94,Smoke
2701,0.478,0.594,0.94,Smoke
2702,0.478,0.594,0.934,Smoke
2703,0.481,0.599,0.936,Smoke
2704,0.481,0.597,0.938,Smoke
2705,0.487,0.594,0.942,Smoke
2706,0.487,0.599,0.936,Smoke
2707,0.489,0.594,0.934,Smoke
2708,0.49,0.597,0.936,Smoke
2709,0.487,0.599,0.936,Smoke
2710,0.489,0.599,0.938,Smoke
2711,0.489,0.599,0.94,Smoke
2712,0.493,0.599,0.936,Smoke
2713,0.495,0.605,0.942,Smoke
2714,0.492,0.599,0.943,Smoke
2715,0.493,0.602,0.933,Smoke
2716,0.496,0.607,0.936,Smoke
2717,0.498,0.602,0.936,Smoke
2718,0.498,0.602,0.943,Smoke
2719,0.498,0.61,0.94,Smoke
2720,0.498,0.602,0.936,Smoke
2721,0.501,0.607,0.94,Smoke
2722,0.5,0.61,0.936,Smoke
2723,0.501,0.61,0.936,Smoke
2724,0.505,0.607,0.94,Smoke
2725,0.503,0.61,0.942,Smoke
2726,0.508,0.613,0.933,Smoke
2727,0.506,0.607,0.942,Smoke
2728,0.515,0.613,0.934,Smoke
2729,0.516,0.616,0.938,Smoke
2730,0.513,0.61,0.927,Smoke
2731,0.513,0.624,0.934,Smoke
2732,0.516,0.61,0.94,Smoke
2733,0.518,0.621,0.934,Smoke
2734,0.52,0.621,0.934,Smoke
2735,0.516,0.621,0.934,Smoke
2736,0.523,0.621,0.94,Smoke
2737,0.522,0.613,0.933,Smoke
2738,0.525,0.621,0.94,Smoke
2739,0.525,0.627,0.945,Smoke
2740,0.525,0.636,0.942,Smoke
2741,0.525,0.633,0.936,Smoke
2742,0.525,0.633,0.947,Smoke
2743,0.527,0.636,0.94,Smoke
2744,0.527,0.639,0.942,Smoke
2745,0.527,0.633,0.943,Smoke
2746,0.531,0.633,0.943,Smoke
2747,0.532,0.636,0.942,Smoke
2748,0.531,0.636,0.945,Smoke
2749,0.534,0.619,0.927,Smoke
2750,0.529,0.619,0.933,Smoke
2751,0.531,0.613,0.934,Smoke
2752,0.531,0.616,0.919,Smoke
2753,0.534,0.63,0.933,Smoke
2754,0.534,0.627,0.94,Smoke
2755,0.54,0.624,0.936,Smoke
2756,0.538,0.633,0.94,Smoke
2757,0.542,0.639,0.936,Smoke
2758,0.544,0.639,0.942,Smoke
2759,0.54,0.636,0.936,Smoke
2760,0.544,0.636,0.934,Smoke
2761,0.542,0.633,0.933,Smoke
2762,0.547,0.63,0.929,Smoke
2763,0.542,0.633,0.926,Smoke
